,dispersion ratio,generate level,solar elevation,predict
289小吴15,0.0,0.608696,19.36153,0.0
290宅胡8,0.307,0.5,6.672896,1.0
290宅胡9,0.276,0.787879,16.04612,1.0
290宅胡10,0.261,0.986301,23.7448,1.0
290宅胡11,0.244,0.954274,29.10128,1.0
290宅胡12,0.243,0.986395,31.45183,1.0
290宅胡13,0.279,0.97561,30.43291,1.0
290宅胡14,0.274,0.940325,26.20838,1.0
290宅胡15,0.324,0.920097,19.36153,1.0
291杏园8,0.041,0.98,6.672896,0.0
291杏园9,0.028,0.956098,16.04612,0.0
291杏园10,0.015,0.963934,23.7448,0.0
291杏园11,0.017,0.933333,29.10128,0.0
291杏园12,0.02,1.0,31.45183,0.0
291杏园13,0.142,0.989577,30.43291,1.0
291杏园14,0.247,0.994203,26.20838,1.0
291杏园15,0.324,0.899517,19.36153,1.0
292文祖东张村8,0.045,0.320513,6.672896,0.0
292文祖东张村9,0.03,0.381264,16.04612,0.0
292文祖东张村10,0.021,0.720551,23.7448,0.0
292文祖东张村11,0.016,0.768492,29.10128,0.0
292文祖东张村12,0.018,0.461577,31.45183,0.0
292文祖东张村13,0.021,0.883152,30.43291,0.0
292文祖东张村14,0.064,0.856698,26.20838,0.0
292文祖东张村15,0.153,0.85034,19.36153,1.0
293曹家8,0.202,0.612613,6.672896,1.0
293曹家9,0.186,0.753212,16.04612,1.0
293曹家10,0.018,0.765766,23.7448,0.0
293曹家11,0.015,1.0,29.10128,0.0
293曹家12,0.018,0.964611,31.45183,0.0
293曹家13,0.024,0.96997,30.43291,0.0
293曹家14,0.039,0.916143,26.20838,0.0
293曹家15,0.472,0.941515,19.36153,1.0
294长峪村8,0.144,0.924242,6.672896,0.0
294长峪村9,0.135,0.616162,16.04612,1.0
294长峪村10,0.019,0.968638,23.7448,0.0
294长峪村11,0.014,1.0,29.10128,0.0
294长峪村12,0.015,0.957056,31.45183,0.0
294长峪村13,0.031,0.929711,30.43291,0.0
294长峪村14,0.239,0.896422,26.20838,1.0
294长峪村15,0.064,0.850767,19.36153,0.0
295西湿口山8,0.352,0.0,6.672896,1.0
295西湿口山9,0.299,1.0,16.04612,1.0
295西湿口山10,0.135,0.903797,23.7448,1.0
295西湿口山11,0.132,0.853556,29.10128,1.0
295西湿口山12,0.217,0.969718,31.45183,1.0
295西湿口山13,0.221,0.933803,30.43291,1.0
295西湿口山14,0.29,0.949798,26.20838,1.0
295西湿口山15,0.103,0.958011,19.36153,0.0
301刁鹅岭&焦庄8,0.453,0.6375,6.672896,1.0
301刁鹅岭&焦庄9,0.45,1.0,16.04612,1.0
301刁鹅岭&焦庄10,0.448,0.890476,23.7448,1.0
301刁鹅岭&焦庄11,0.448,0.851775,29.10128,1.0
301刁鹅岭&焦庄12,0.448,0.852993,31.45183,1.0
301刁鹅岭&焦庄13,0.449,0.832011,30.43291,1.0
301刁鹅岭&焦庄14,0.449,0.825911,26.20838,1.0
301刁鹅岭&焦庄15,0.487,0.878099,19.36153,1.0
302张小山8,0.43,1.0,6.672896,1.0
302张小山9,0.354,0.784314,16.04612,1.0
302张小山10,0.361,0.886076,23.7448,1.0
302张小山11,0.356,0.962343,29.10128,1.0
302张小山12,0.355,0.950704,31.45183,1.0
302张小山13,0.358,0.950704,30.43291,1.0
302张小山14,0.36,0.931174,26.20838,1.0
302张小山15,0.383,0.939227,19.36153,1.0
305值金寨8,0.246,0.0,6.672896,1.0
305值金寨9,0.033,0.716883,16.04612,0.0
305值金寨10,0.014,0.929919,23.7448,0.0
305值金寨11,0.011,0.952581,29.10128,0.0
305值金寨12,0.012,1.0,31.45183,0.0
305值金寨13,0.042,0.992806,30.43291,0.0
305值金寨14,0.108,0.965598,26.20838,0.0
305值金寨15,0.158,0.833689,19.36153,1.0
306柿子峪8,0.265,0.916667,6.672896,1.0
306柿子峪9,0.093,1.0,16.04612,0.0
306柿子峪10,0.075,0.922432,23.7448,0.0
306柿子峪11,0.077,0.962885,29.10128,0.0
306柿子峪12,0.08,0.963164,31.45183,0.0
306柿子峪13,0.089,0.923261,30.43291,0.0
306柿子峪14,0.113,0.935374,26.20838,0.0
306柿子峪15,0.178,0.820896,19.36153,1.0
307团山沟8,0.105,0.916667,6.672896,0.0
307团山沟9,0.111,1.0,16.04612,0.0
307团山沟10,0.026,0.980084,23.7448,0.0
307团山沟11,0.018,0.962885,29.10128,0.0
307团山沟12,0.026,0.963164,31.45183,0.0
307团山沟13,0.066,0.923261,30.43291,0.0
307团山沟14,0.076,0.972789,26.20838,0.0
307团山沟15,0.12,0.866501,19.36153,1.0
308大荆山8,0.709,0.966667,6.672896,1.0
308大荆山9,0.545,0.527273,16.04612,1.0
308大荆山10,0.558,0.851153,23.7448,1.0
308大荆山11,0.556,0.893557,29.10128,1.0
308大荆山12,0.623,0.945652,31.45183,1.0
308大荆山13,0.535,0.869305,30.43291,1.0
308大荆山14,0.539,0.946939,26.20838,1.0
308大荆山15,0.567,0.913765,19.36153,1.0
312白雁村8,0.262,0.0,6.672896,1.0
312白雁村9,0.047,0.911188,16.04612,0.0
312白雁村10,0.016,1.0,23.7448,0.0
312白雁村11,0.015,0.972188,29.10128,0.0
312白雁村12,0.075,0.981773,31.45183,0.0
312白雁村13,0.058,0.949047,30.43291,0.0
312白雁村14,0.035,0.9407,26.20838,0.0
312白雁村15,0.173,0.872928,19.36153,1.0
313前杨河村8,0.281,0.733333,6.672896,1.0
313前杨河村9,0.123,0.718954,16.04612,1.0
313前杨河村10,0.093,0.742616,23.7448,0.0
313前杨河村11,0.042,0.736402,29.10128,0.0
313前杨河村12,0.062,0.723005,31.45183,0.0
313前杨河村13,0.062,0.748826,30.43291,0.0
313前杨河村14,0.073,0.74224,26.20838,0.0
313前杨河村15,0.272,0.769797,19.36153,1.0
314东池8,0.078,0.0,6.672896,0.0
314东池9,0.046,0.892157,16.04612,0.0
314东池10,0.031,0.921519,23.7448,0.0
314东池11,0.02,0.875732,29.10128,0.0
314东池12,0.017,0.929225,31.45183,0.0
314东池13,0.031,0.897183,30.43291,0.0
314东池14,0.021,0.957895,26.20838,0.0
314东池15,0.173,0.904972,19.36153,1.0
315苗海8,0.117,1.0,6.672896,1.0
315苗海9,0.085,0.980392,16.04612,0.0
315苗海10,0.062,0.949367,23.7448,0.0
315苗海11,0.045,0.962343,29.10128,0.0
315苗海12,0.05,0.985915,31.45183,0.0
315苗海13,0.127,0.985915,30.43291,1.0
315苗海14,0.177,0.97166,26.20838,1.0
315苗海15,0.151,0.939227,19.36153,1.0
316东峪南崖8,0.315,0.95,6.672896,1.0
316东峪南崖9,0.123,0.745098,16.04612,1.0
316东峪南崖10,0.056,0.901899,23.7448,0.0
316东峪南崖11,0.075,0.993724,29.10128,0.0
316东峪南崖12,0.041,0.97007,31.45183,0.0
316东峪南崖13,0.081,0.97007,30.43291,0.0
316东峪南崖14,0.096,1.0,26.20838,0.0
316东峪南崖15,0.203,0.997238,19.36153,1.0
317南张村8,0.097,0.929412,6.672896,0.0
317南张村9,0.039,0.911188,16.04612,0.0
317南张村10,0.028,1.0,23.7448,0.0
317南张村11,0.025,0.933301,29.10128,0.0
317南张村12,0.028,0.949047,31.45183,0.0
317南张村13,0.128,0.949047,30.43291,1.0
317南张村14,0.146,0.903072,26.20838,1.0
317南张村15,0.135,0.924277,19.36153,0.0
318任庄村8,0.159,0.97931,6.672896,1.0
318任庄村9,0.022,0.768087,16.04612,0.0
318任庄村10,0.073,0.991707,23.7448,0.0
318任庄村11,0.042,0.983408,29.10128,0.0
318任庄村12,0.064,1.0,31.45183,0.0
318任庄村13,0.046,0.965517,30.43291,0.0
318任庄村14,0.137,0.991205,26.20838,1.0
318任庄村15,0.083,0.9739,19.36153,0.0
319陶峪村8,0.085,0.85,6.672896,0.0
319陶峪村9,0.063,1.0,16.04612,0.0
319陶峪村10,0.065,0.860759,23.7448,0.0
319陶峪村11,0.047,0.924686,29.10128,0.0
319陶峪村12,0.053,0.867958,31.45183,0.0
319陶峪村13,0.055,0.897887,30.43291,0.0
319陶峪村14,0.053,0.894737,26.20838,0.0
319陶峪村15,0.162,0.892265,19.36153,1.0
320后杨河村8,0.48,0.91,6.672896,1.0
320后杨河村9,0.446,0.892157,16.04612,1.0
320后杨河村10,0.455,0.863924,23.7448,1.0
320后杨河村11,0.449,0.913808,29.10128,1.0
320后杨河村12,0.442,0.865141,31.45183,1.0
320后杨河村13,0.433,0.865141,30.43291,1.0
320后杨河村14,0.425,0.884211,26.20838,1.0
320后杨河村15,0.392,0.854696,19.36153,1.0
321小黄崖8,0.381,0.0,6.672896,1.0
321小黄崖9,0.36,1.0,16.04612,1.0
321小黄崖10,0.358,0.914557,23.7448,1.0
321小黄崖11,0.359,0.889121,29.10128,1.0
321小黄崖12,0.358,0.897887,31.45183,1.0
321小黄崖13,0.361,0.897887,30.43291,1.0
321小黄崖14,0.362,0.860324,26.20838,1.0
321小黄崖15,0.398,0.892265,19.36153,1.0
323北张村8,0.157,0.966667,6.672896,1.0
323北张村9,0.027,0.70303,16.04612,0.0
323北张村10,0.018,0.972746,23.7448,0.0
323北张村11,0.018,0.97479,29.10128,0.0
323北张村12,0.017,0.910628,31.45183,0.0
323北张村13,0.038,0.938849,30.43291,0.0
323北张村14,0.021,0.946939,26.20838,0.0
323北张村15,0.206,0.817579,19.36153,1.0
324杨山村8,0.28,0.87,6.672896,1.0
324杨山村9,0.091,0.632727,16.04612,0.0
324杨山村10,0.098,0.820755,23.7448,0.0
324杨山村11,0.075,0.840756,29.10128,0.0
324杨山村12,0.099,0.851087,31.45183,0.0
324杨山村13,0.069,0.844964,30.43291,0.0
324杨山村14,0.052,0.887755,26.20838,0.0
324杨山村15,0.164,0.779104,19.36153,1.0
325直东峪8,0.086,0.935294,6.672896,0.0
325直东峪9,0.076,0.850267,16.04612,0.0
325直东峪10,0.06,1.0,23.7448,0.0
325直东峪11,0.033,0.982452,29.10128,0.0
325直东峪12,0.032,0.948849,31.45183,0.0
325直东峪13,0.039,0.975667,30.43291,0.0
325直东峪14,0.054,0.992557,26.20838,0.0
325直东峪15,0.127,0.884109,19.36153,1.0
327窑头8,0.586,0.0,6.672896,1.0
327窑头9,0.397,0.8,16.04612,1.0
327窑头10,0.401,0.899371,23.7448,1.0
327窑头11,0.397,0.92437,29.10128,1.0
327窑头12,0.411,0.916667,31.45183,1.0
327窑头13,0.417,0.870504,30.43291,1.0
327窑头14,0.439,0.897959,26.20838,1.0
327窑头15,0.386,0.711443,19.36153,1.0
328孟庄8,0.396,0.0,6.672896,1.0
328孟庄9,0.362,1.0,16.04612,1.0
328孟庄10,0.356,0.922432,23.7448,1.0
328孟庄11,0.355,0.885854,29.10128,1.0
328孟庄12,0.356,0.896739,31.45183,1.0
328孟庄13,0.355,0.890288,30.43291,1.0
328孟庄14,0.356,0.935374,26.20838,1.0
328孟庄15,0.36,0.77529,19.36153,1.0
329臧庙8,0.358,0.0,6.672896,1.0
329臧庙9,0.357,0.903409,16.04612,1.0
329臧庙10,0.356,1.0,23.7448,1.0
329臧庙11,0.355,0.960347,29.10128,1.0
329臧庙12,0.356,0.936141,31.45183,1.0
329臧庙13,0.355,0.965153,30.43291,1.0
329臧庙14,0.372,0.932908,26.20838,1.0
329臧庙15,0.379,0.840485,19.36153,1.0
330司桥&贾庄8,2.828,0.0,6.672896,1.0
330司桥&贾庄9,2.828,1.0,16.04612,1.0
330司桥&贾庄10,2.828,0.86478,23.7448,1.0
330司桥&贾庄11,2.828,0.926316,29.10128,1.0
330司桥&贾庄12,2.828,0.898367,31.45183,1.0
330司桥&贾庄13,2.828,0.989209,30.43291,1.0
330司桥&贾庄14,2.828,0.89613,26.20838,1.0
330司桥&贾庄15,0.0,0.957711,19.36153,0.0
331侯庄8,0.638,0.0,6.672896,1.0
331侯庄9,0.706,0.742424,16.04612,1.0
331侯庄10,0.717,0.77044,23.7448,1.0
331侯庄11,0.713,0.915033,29.10128,1.0
331侯庄12,0.707,0.887681,31.45183,1.0
331侯庄13,0.584,0.930256,30.43291,1.0
331侯庄14,0.591,1.0,26.20838,1.0
331侯庄15,0.588,0.880321,19.36153,1.0
332辛庄8,0.475,0.0,6.672896,1.0
332辛庄9,0.355,0.890909,16.04612,1.0
332辛庄10,0.354,0.986164,23.7448,1.0
332辛庄11,0.354,0.988235,29.10128,1.0
332辛庄12,0.354,0.958696,31.45183,1.0
332辛庄13,0.354,0.951799,30.43291,1.0
332辛庄14,0.37,1.0,26.20838,1.0
332辛庄15,0.362,0.7801,19.36153,1.0
333三合8,0.427,0.942308,6.672896,1.0
333三合9,0.368,0.856643,16.04612,1.0
333三合10,0.4,0.948234,23.7448,1.0
333三合11,0.417,0.910633,29.10128,1.0
333三合12,0.361,0.887681,31.45183,1.0
333三合13,0.36,0.915191,30.43291,1.0
333三合14,0.376,1.0,26.20838,1.0
333三合15,0.364,0.890739,19.36153,1.0
335小庙头8,0.424,0.87,6.672896,1.0
335小庙头9,0.428,0.632727,16.04612,1.0
335小庙头10,0.363,0.820755,23.7448,1.0
335小庙头11,0.356,0.840756,29.10128,1.0
335小庙头12,0.373,0.882609,31.45183,1.0
335小庙头13,0.355,0.907554,30.43291,1.0
335小庙头14,0.355,0.887755,26.20838,1.0
335小庙头15,0.391,0.822388,19.36153,1.0
336常天井8,0.207,0.0,6.672896,1.0
336常天井9,0.031,0.757937,16.04612,0.0
336常天井10,0.026,0.884259,23.7448,0.0
336常天井11,0.033,0.93551,29.10128,0.0
336常天井12,0.012,0.971754,31.45183,0.0
336常天井13,0.031,0.892215,30.43291,0.0
336常天井14,0.028,0.962403,26.20838,0.0
336常天井15,0.25,1.0,19.36153,1.0
337兴隆村&虎豹川8,0.815,0.720588,6.672896,1.0
337兴隆村&虎豹川9,0.708,0.691765,16.04612,1.0
337兴隆村&虎豹川10,0.709,0.978577,23.7448,1.0
337兴隆村&虎豹川11,0.708,1.0,29.10128,1.0
337兴隆村&虎豹川12,0.708,0.986068,31.45183,1.0
337兴隆村&虎豹川13,0.709,0.999082,30.43291,1.0
337兴隆村&虎豹川14,0.714,0.977542,26.20838,1.0
337兴隆村&虎豹川15,0.745,0.98348,19.36153,1.0
338新村村&王营村8,0.213,0.4925,6.672896,1.0
338新村村&王营村9,0.086,0.9456,16.04612,0.0
338新村村&王营村10,0.054,0.97284,23.7448,0.0
338新村村&王营村11,0.041,0.944796,29.10128,0.0
338新村村&王营村12,0.057,0.967719,31.45183,0.0
338新村村&王营村13,0.061,0.955979,30.43291,0.0
338新村村&王营村14,0.075,0.992636,26.20838,0.0
338新村村&王营村15,0.063,0.982415,19.36153,0.0
339胜利村8,0.045,0.952941,6.672896,0.0
339胜利村9,0.01,0.756303,16.04612,0.0
339胜利村10,0.01,1.0,23.7448,0.0
339胜利村11,0.006,0.972389,29.10128,0.0
339胜利村12,0.016,0.936223,31.45183,0.0
339胜利村13,0.007,0.956239,30.43291,0.0
339胜利村14,0.007,0.923393,26.20838,0.0
339胜利村15,0.247,0.997844,19.36153,1.0
342洪口8,0.405,0.0,6.672896,1.0
342洪口9,0.397,0.753968,16.04612,1.0
342洪口10,0.37,0.87963,23.7448,1.0
342洪口11,0.361,0.853061,29.10128,1.0
342洪口12,0.371,1.0,31.45183,1.0
342洪口13,0.388,0.953287,30.43291,1.0
342洪口14,0.401,0.957364,26.20838,1.0
342洪口15,0.364,0.895288,19.36153,1.0
343西蛮子8,0.366,0.7875,6.672896,1.0
343西蛮子9,0.356,1.0,16.04612,1.0
343西蛮子10,0.355,0.923611,23.7448,1.0
343西蛮子11,0.354,0.867857,29.10128,1.0
343西蛮子12,0.355,0.856579,31.45183,1.0
343西蛮子13,0.367,0.844723,30.43291,1.0
343西蛮子14,0.371,0.885174,26.20838,1.0
343西蛮子15,0.364,0.865838,19.36153,1.0
344分水岭8,0.355,0.0,6.672896,1.0
344分水岭9,0.356,1.0,16.04612,1.0
344分水岭10,0.355,0.729167,23.7448,1.0
344分水岭11,0.355,0.9,29.10128,1.0
344分水岭12,0.356,0.828947,31.45183,1.0
344分水岭13,0.405,0.790225,30.43291,1.0
344分水岭14,0.393,0.763081,26.20838,1.0
344分水岭15,0.364,0.783377,19.36153,1.0
345李山头8,0.429,0.0,6.672896,1.0
345李山头9,0.382,0.779967,16.04612,1.0
345李山头10,0.356,0.849298,23.7448,1.0
345李山头11,0.356,0.962702,29.10128,1.0
345李山头12,0.354,1.0,31.45183,1.0
345李山头13,0.355,0.952154,30.43291,1.0
345李山头14,0.383,0.952285,26.20838,1.0
345李山头15,0.364,0.92616,19.36153,1.0
346玫瑰镇焦庄8,0.37,0.0,6.672896,1.0
346玫瑰镇焦庄9,0.355,1.0,16.04612,1.0
346玫瑰镇焦庄10,0.355,0.807128,23.7448,1.0
346玫瑰镇焦庄11,0.355,0.847339,29.10128,1.0
346玫瑰镇焦庄12,0.355,0.863527,31.45183,1.0
346玫瑰镇焦庄13,0.355,0.890288,30.43291,1.0
346玫瑰镇焦庄14,0.366,0.935374,26.20838,1.0
346玫瑰镇焦庄15,0.407,0.820896,19.36153,1.0
347李庄8,0.561,0.0,6.672896,1.0
347李庄9,0.441,0.774704,16.04612,1.0
347李庄10,0.406,0.870932,23.7448,1.0
347李庄11,0.374,0.895141,29.10128,1.0
347李庄12,0.391,0.964871,31.45183,1.0
347李庄13,0.387,0.957929,30.43291,1.0
347李庄14,0.399,1.0,26.20838,1.0
347李庄15,0.394,0.847934,19.36153,1.0
348丁口8,0.356,0.0,6.672896,1.0
348丁口9,0.355,1.0,16.04612,1.0
348丁口10,0.355,0.922432,23.7448,1.0
348丁口11,0.354,0.92437,29.10128,1.0
348丁口12,0.354,0.929952,31.45183,1.0
348丁口13,0.355,0.923261,30.43291,1.0
348丁口14,0.357,0.935374,26.20838,1.0
348丁口15,0.404,0.820896,19.36153,1.0
353坡西8,0.617,0.0,6.672896,1.0
353坡西9,0.404,0.487805,16.04612,1.0
353坡西10,0.383,0.655738,23.7448,1.0
353坡西11,0.393,0.753968,29.10128,1.0
353坡西12,0.391,0.85034,31.45183,1.0
353坡西13,0.395,0.879479,30.43291,1.0
353坡西14,0.383,0.833333,26.20838,1.0
353坡西15,0.561,0.917874,19.36153,1.0
356彭家庄8,0.356,0.881818,6.672896,1.0
356彭家庄9,0.355,0.967849,16.04612,1.0
356彭家庄10,0.354,0.915549,23.7448,1.0
356彭家庄11,0.355,0.944805,29.10128,1.0
356彭家庄12,0.354,0.899814,31.45183,1.0
356彭家庄13,0.354,0.919159,30.43291,1.0
356彭家庄14,0.355,0.894598,26.20838,1.0
356彭家庄15,0.549,0.937198,19.36153,1.0
357高王8,0.354,0.951724,6.672896,1.0
357高王9,0.287,0.58032,16.04612,1.0
357高王10,0.138,0.728095,23.7448,1.0
357高王11,0.022,0.83087,29.10128,0.0
357高王12,0.051,0.906404,31.45183,0.0
357高王13,0.082,0.961024,30.43291,0.0
357高王14,0.191,1.0,26.20838,1.0
357高王15,0.09,0.91954,19.36153,0.0
360田褚村8,0.123,0.0,6.672896,1.0
360田褚村9,0.758,0.257143,16.04612,1.0
360田褚村10,0.026,0.196507,23.7448,0.0
360田褚村11,0.02,0.442623,29.10128,0.0
360田褚村12,0.025,0.798817,31.45183,0.0
360田褚村13,0.028,0.905325,30.43291,0.0
360田褚村14,0.038,0.93311,26.20838,0.0
360田褚村15,0.049,0.903766,19.36153,0.0
361站南村8,0.516,1.0,6.672896,1.0
361站南村9,0.073,0.609756,16.04612,0.0
361站南村10,0.105,0.684211,23.7448,1.0
361站南村11,0.09,0.967742,29.10128,0.0
361站南村12,0.102,0.971787,31.45183,0.0
361站南村13,0.161,0.943396,30.43291,1.0
361站南村14,0.243,0.947368,26.20838,1.0
361站南村15,0.276,0.917874,19.36153,1.0
362赵寨村8,0.189,0.919355,6.672896,1.0
362赵寨村9,0.038,0.784815,16.04612,0.0
362赵寨村10,0.026,0.967742,23.7448,0.0
362赵寨村11,0.026,0.988554,29.10128,0.0
362赵寨村12,0.032,0.979877,31.45183,0.0
362赵寨村13,0.028,0.982958,30.43291,0.0
362赵寨村14,0.153,1.0,26.20838,1.0
362赵寨村15,0.408,0.977092,19.36153,1.0
363前昝村8,0.296,0.0,6.672896,1.0
363前昝村9,0.096,0.924229,16.04612,0.0
363前昝村10,0.026,0.716749,23.7448,0.0
363前昝村11,0.065,1.0,29.10128,0.0
363前昝村12,0.104,0.949636,31.45183,0.0
363前昝村13,0.099,0.920886,30.43291,0.0
363前昝村14,0.248,0.842054,26.20838,1.0
363前昝村15,0.208,0.713352,19.36153,1.0
364老窦8,0.358,0.9,6.672896,1.0
364老窦9,0.355,0.760563,16.04612,1.0
364老窦10,0.355,1.0,23.7448,1.0
364老窦11,0.358,0.607792,29.10128,1.0
364老窦12,0.358,0.460317,31.45183,1.0
364老窦13,0.37,0.53861,30.43291,1.0
364老窦14,0.626,0.880435,26.20838,1.0
364老窦15,0.375,0.81,19.36153,1.0
365东王8,0.104,0.8875,6.672896,0.0
365东王9,0.056,1.0,16.04612,0.0
365东王10,0.112,0.8875,23.7448,0.0
365东王11,0.029,0.576299,29.10128,0.0
365东王12,0.077,0.469577,31.45183,0.0
365东王13,0.059,0.548263,30.43291,0.0
365东王14,0.412,0.932518,26.20838,1.0
365东王15,0.4,0.8875,19.36153,1.0
366树家8,0.148,0.92,6.672896,0.0
366树家9,0.028,0.647887,16.04612,0.0
366树家10,0.024,0.817778,23.7448,0.0
366树家11,0.031,0.573506,29.10128,0.0
366树家12,0.036,0.454321,31.45183,0.0
366树家13,0.083,0.550579,30.43291,0.0
366树家14,0.2,1.0,26.20838,1.0
366树家15,0.41,0.782,19.36153,1.0
367王洪九8,0.122,0.0,6.672896,1.0
367王洪九9,0.028,0.887324,16.04612,0.0
367王洪九10,0.03,1.0,23.7448,0.0
367王洪九11,0.029,0.654545,29.10128,0.0
367王洪九12,0.03,0.492063,31.45183,0.0
367王洪九13,0.047,0.555985,30.43291,0.0
367王洪九14,0.33,0.913043,26.20838,1.0
367王洪九15,0.353,0.9,19.36153,1.0
368王新8,0.048,0.947368,6.672896,0.0
368王新9,0.023,0.934025,16.04612,0.0
368王新10,0.034,1.0,23.7448,0.0
368王新11,0.039,0.688995,29.10128,0.0
368王新12,0.042,0.53467,31.45183,0.0
368王新13,0.034,0.585247,30.43291,0.0
368王新14,0.193,0.995423,26.20838,1.0
368王新15,0.469,0.994737,19.36153,1.0
369王老道8,0.65,0.952381,6.672896,1.0
369王老道9,0.117,0.402414,16.04612,1.0
369王老道10,0.013,0.793651,23.7448,0.0
369王老道11,0.009,0.667904,29.10128,0.0
369王老道12,0.008,0.520702,31.45183,0.0
369王老道13,0.018,0.588343,30.43291,0.0
369王老道14,0.42,0.966184,26.20838,1.0
369王老道15,0.338,1.0,19.36153,1.0
370夏坡8,0.269,0.0,6.672896,1.0
370夏坡9,0.089,0.804274,16.04612,0.0
370夏坡10,0.029,0.845977,23.7448,0.0
370夏坡11,0.029,0.642723,29.10128,0.0
370夏坡12,0.036,0.503558,31.45183,0.0
370夏坡13,0.02,0.587938,30.43291,0.0
370夏坡14,0.026,1.0,26.20838,0.0
370夏坡15,0.348,0.904138,19.36153,1.0
372孙寨8,0.029,0.8875,6.672896,0.0
372孙寨9,0.01,1.0,16.04612,0.0
372孙寨10,0.016,0.8875,23.7448,0.0
372孙寨11,0.011,0.599351,29.10128,0.0
372孙寨12,0.025,0.485229,31.45183,0.0
372孙寨13,0.061,0.531129,30.43291,0.0
372孙寨14,0.452,0.868207,26.20838,1.0
372孙寨15,0.555,0.754375,19.36153,1.0
377三合庄村8,0.27,0.97931,6.672896,1.0
377三合庄村9,0.036,0.720081,16.04612,0.0
377三合庄村10,0.043,0.795379,23.7448,0.0
377三合庄村11,0.052,1.0,29.10128,0.0
377三合庄村12,0.099,0.988295,31.45183,0.0
377三合庄村13,0.119,0.925568,30.43291,1.0
377三合庄村14,0.082,0.826691,26.20838,0.0
377三合庄村15,0.371,0.870498,19.36153,1.0
378黄马村8,0.317,0.0,6.672896,1.0
378黄马村9,0.112,0.696078,16.04612,0.0
378黄马村10,0.032,0.672758,23.7448,0.0
378黄马村11,0.028,1.0,29.10128,0.0
378黄马村12,0.031,0.984302,31.45183,0.0
378黄马村13,0.077,0.923577,30.43291,0.0
378黄马村14,0.102,0.860606,26.20838,0.0
378黄马村15,0.147,0.841481,19.36153,1.0
379高明吴村8,0.0,0.0,6.672896,0.0
379高明吴村9,0.0,0.0,16.04612,0.0
379高明吴村10,0.039,0.0,23.7448,0.0
379高明吴村11,0.039,0.408564,29.10128,0.0
379高明吴村12,0.037,1.0,31.45183,0.0
379高明吴村13,0.06,0.996951,30.43291,0.0
379高明吴村14,0.317,0.993192,26.20838,1.0
379高明吴村15,0.584,0.937634,19.36153,1.0
381胡家村8,0.417,0.978261,6.672896,1.0
381胡家村9,0.201,0.575448,16.04612,1.0
381胡家村10,0.197,0.744869,23.7448,1.0
381胡家村11,0.038,0.861145,29.10128,0.0
381胡家村12,0.016,0.927403,31.45183,0.0
381胡家村13,0.016,0.984226,30.43291,0.0
381胡家村14,0.139,0.952851,26.20838,1.0
381胡家村15,0.287,1.0,19.36153,1.0
382霍庙村8,0.089,0.875,6.672896,0.0
382霍庙村9,0.032,0.900735,16.04612,0.0
382霍庙村10,0.026,0.888325,23.7448,0.0
382霍庙村11,0.02,0.955106,29.10128,0.0
382霍庙村12,0.024,0.936544,31.45183,0.0
382霍庙村13,0.039,0.907012,30.43291,0.0
382霍庙村14,0.039,0.880682,26.20838,0.0
382霍庙村15,0.042,0.972222,19.36153,0.0
383油坊张8,0.058,0.85,6.672896,0.0
383油坊张9,0.075,1.0,16.04612,0.0
383油坊张10,0.024,0.690355,23.7448,0.0
383油坊张11,0.024,0.927817,29.10128,0.0
383油坊张12,0.032,0.93578,31.45183,0.0
383油坊张13,0.023,0.881098,30.43291,0.0
383油坊张14,0.034,0.827922,26.20838,0.0
383油坊张15,0.257,0.831111,19.36153,1.0
384倪家村8,0.0,0.0,6.672896,0.0
384倪家村9,0.0,0.0,16.04612,0.0
384倪家村10,0.105,0.0,23.7448,1.0
384倪家村11,0.143,0.335302,29.10128,1.0
384倪家村12,0.164,0.938345,31.45183,1.0
384倪家村13,0.18,1.0,30.43291,1.0
384倪家村14,0.217,0.927524,26.20838,1.0
384倪家村15,0.425,0.987527,19.36153,1.0
385前进西村8,0.07,0.9,6.672896,0.0
385前进西村9,0.017,0.926471,16.04612,0.0
385前进西村10,0.022,0.959391,23.7448,0.0
385前进西村11,0.022,0.982394,29.10128,0.0
385前进西村12,0.026,0.963303,31.45183,0.0
385前进西村13,0.017,0.987805,30.43291,0.0
385前进西村14,0.157,0.935065,26.20838,1.0
385前进西村15,0.131,1.0,19.36153,1.0
386赵西村8,0.0,0.0,6.672896,0.0
386赵西村9,0.0,0.0,16.04612,0.0
386赵西村10,0.011,0.0,23.7448,0.0
386赵西村11,0.013,0.372514,29.10128,0.0
386赵西村12,0.018,1.0,31.45183,0.0
386赵西村13,0.025,0.996951,30.43291,0.0
386赵西村14,0.039,0.905558,26.20838,0.0
386赵西村15,0.256,0.983137,19.36153,1.0
389前进东8,0.271,0.0,6.672896,1.0
389前进东9,0.081,0.827206,16.04612,0.0
389前进东10,0.027,0.904188,23.7448,0.0
389前进东11,0.039,0.957306,29.10128,0.0
389前进东12,0.042,0.946101,31.45183,0.0
389前进东13,0.033,0.971799,30.43291,0.0
389前进东14,0.146,0.913149,26.20838,1.0
389前进东15,0.053,1.0,19.36153,0.0
390徐集8,0.158,0.8,6.672896,1.0
390徐集9,0.068,0.780488,16.04612,0.0
390徐集10,0.036,0.884211,23.7448,0.0
390徐集11,0.03,0.860215,29.10128,0.0
390徐集12,0.174,0.877743,31.45183,1.0
