0.706	0	6.672895788	1
0.457	0.702083333	16.046116	1
0.375	0.817961165	23.74479969	1
0.355	0.940936426	29.10128228	1
0.357	1	31.45182751	1
0.395	1	30.43290781	1
0.501	0.906663907	26.20837733	1
0.364	0.855101496	19.36152754	1
0.722	0.993333333	6.672895788	1
0.407	0.220740741	16.046116	1
0.105	0.685057471	23.74479969	1
0.138	0.906613757	29.10128228	1
0.194	1	31.45182751	1
0.25	0.950715072	30.43290781	1
0.305	0.852487562	26.20837733	1
0.317	0.857191201	19.36152754	1
0.301	1	6.672895788	1
0.12	0.784313725	16.046116	0
0.099	0.975609756	23.74479969	0
0.078	0.971659919	29.10128228	0
0.163	0.986394558	31.45182751	1
0.22	0.9	30.43290781	1
0.311	0.849420849	26.20837733	1
0.197	0.79787234	19.36152754	1
0.183	0.966666667	6.672895788	1
0.076	0.644444444	16.046116	0
0.029	1	23.74479969	0
0.152	0.958994709	29.10128228	1
0.274	0.908277405	31.45182751	1
0.354	0.861386139	30.43290781	1
0.226	0.685323383	26.20837733	1
0.109	0.441624365	19.36152754	1
0.277	1	6.672895788	1
0.182	0.833333333	16.046116	1
0.118	0.755813953	23.74479969	1
0.122	0.869565217	29.10128228	1
0.111	0.940766551	31.45182751	1
0.131	0.965517241	30.43290781	1
0.167	0.923076923	26.20837733	1
0.175	0.833333333	19.36152754	1
0.481	0.881818182	6.672895788	1
0.013	0.587878788	16.046116	0
0.015	0.898940865	23.74479969	0
0.01	1	29.10128228	0
0.014	0.96816833	31.45182751	0
0.027	0.915834907	30.43290781	0
0.07	0.905177604	26.20837733	0
0.182	0.904428904	19.36152754	1
0.125	0.835714286	6.672895788	0
0.107	0.78	16.046116	0
0.095	0.892510402	23.74479969	0
0.016	0.890279823	29.10128228	0
0.018	0.892751166	31.45182751	0
0.012	0.942348453	30.43290781	0
0.086	0.996215705	26.20837733	0
0.345	1	19.36152754	1
0.404	0.715217391	6.672895788	1
0.245	0.525895141	16.046116	1
0.072	0.604910231	23.74479969	1
0.009	0.692944185	29.10128228	0
0.045	0.36914446	31.45182751	0
0.083	1	30.43290781	1
0.181	0.29465885	26.20837733	1
0.424	0.524243114	19.36152754	1
0.14	0.927272727	6.672895788	0
0.103	0.702479339	16.046116	1
0.016	0.872187219	23.74479969	0
0.015	0.947577969	29.10128228	0
0.018	0.91507177	31.45182751	0
0.017	0.854066986	30.43290781	0
0.021	0.958067762	26.20837733	0
0.105	0.918091809	19.36152754	0
0.113	0.927272727	6.672895788	0
0.014	0.702479339	16.046116	0
0.018	0.9639964	23.74479969	0
0.015	0.913735899	29.10128228	0
0.014	0.91507177	31.45182751	0
0.025	0.91507177	30.43290781	0
0.1	0.889634351	26.20837733	0
0.429	0.918091809	19.36152754	1
